Sentence,Sentiment
"On the other hand , Finnish sawmills ' production has decreased even more .",negative
"So far , Mr. Galvan he has been able to avoid laying off workers .",positive
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative
$MTD (Mettler-Toledo) ready for a breakout,positive
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral
"$CNDO 21% short float, shorts likely to take profits into close",negative
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,positive
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral
The new shares entitle their holders to dividends for fiscal 2006 .,neutral
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
$IBM staying strong,positive
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive
The company 's market share is continued to increase further .,positive
"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",negative
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,negative
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral
"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive
Subscription sales decreased slightly .,negative
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,neutral
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive
Diageo sales disappoint as currency and comparatives leave bitter taste,negative
$BOBE down $2.84  premarket,negative
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative
The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral
They are also upset that some of the machinery and work is taken over to Poland .,negative
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",positive
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",negative
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",positive
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive
Financing of the project will come mainly from China .,neutral
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive
EPS dropped to EUR0 .2 from EUR0 .3 .,negative
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",neutral
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral
Public services will also be available .,neutral
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,neutral
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",neutral
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
